4193 /  007 Racing /  $4.07 /  $6.27 /  $18.93 / 
49747 /  Test Drive Off Road [Greatest Hits] /  $3.49 /  $3.52 /  $9.15 / 
4816 /  Tetris Plus /  $5.00 /  $6.04 /  $21.30 / 
49748 /  Tetris Plus [Greatest Hits] /  $3.59 /  $6.54 /  $20.90 / 
4312 /  The Cat in the Hat /  $3.96 /  $4.97 /  $9.15 / 
4818 /  The City of Lost Children /  $32.61 /  $71.19 /  $146.99 / 
4819 /  The Crow City of Angels /  $13.28 /  $28.62 /  $69.60 / 
4821 /  The Divide Enemies Within /  $16.00 /  $24.99 /  $46.35 / 
12905 /  The Fifth Element /  $8.57 /  $12.50 /  $32.47 / 
4822 /  The Flintstones Bedrock Bowling /  $6.52 /  $9.75 /  $27.11 / 
4823 /  The Game of Life /  $5.51 /  $7.46 /  $24.84 / 
4824 /  The Grinch /  $8.13 /  $11.92 /  $36.65 / 
9981 /  The Hive /  $9.09 /  $26.50 /  $35.68 / 
4826 /  The Lion King Simbas Mighty Adventure /  $8.57 /  $13.25 /  $32.27 / 
4828 /  The Misadventures of Tron Bonne /  $93.01 /  $235.96 /  $654.22 / 
4829 /  The Mummy /  $10.55 /  $15.72 /  $29.99 / 
4830 /  The Next Tetris /  $4.86 /  $6.46 /  $19.95 / 
4831 /  The Simpsons Wrestling /  $7.03 /  $11.97 /  $26.42 / 
12908 /  The Three Stooges /  $9.26 /  $14.45 /  $25.49 / 
4832 /  The Unholy War /  $10.11 /  $14.72 /  $35.14 / 
4833 /  Theme Hospital /  $12.39 /  $20.85 /  $60.00 / 
4834 /  Theme Park /  $5.94 /  $6.34 /  $34.99 / 
38490 /  Theme Park [Long Box] /  $8.66 /  $17.50 /  $34.64 / 
4835 /  Thousand Arms /  $35.94 /  $66.50 /  $180.00 / 
4837 /  Thrasher Skate and Destroy /  $14.14 /  $19.39 /  $39.38 / 
4838 /  Threads of Fate /  $17.03 /  $40.88 /  $69.50 / 
12909 /  Thunder Force V /  $31.51 /  $80.00 /  $169.30 / 
12911 /  Thunder Strike 2 /  $4.31 /  $9.34 /  $23.14 / 
38491 /  Thunder Strike 2 [Long Box] /  $7.54 /  $11.40 /  $149.95 / 
12910 /  Thunder Truck Rally /  $2.99 /  $7.85 /  $16.16 / 
12912 /  Tiger Shark /  $3.35 /  $6.25 /  $19.99 / 
14809 /  "Tiger Woods 99" /  $3.74 /  $4.38 /  $16.47 / 
4839 /  Tiger Woods 2000 /  $3.24 /  $4.87 /  $12.97 / 
12913 /  Tiger Woods PGA Tour Golf /  $4.99 /  $5.94 /  $13.00 / 
4840 /  "Tiggers Honey Hunt" /  $4.72 /  $5.69 /  $10.98 / 
4841 /  Time Commando /  $4.24 /  $7.49 /  $22.74 / 
4842 /  Time Crisis /  $8.38 /  $11.25 /  $35.02 / 
4843 /  Time Crisis Project Titan /  $10.47 /  $21.98 /  $50.00 / 
4844 /  Time Crisis Project Titan [Gun Bundle] /  $14.31 /  $26.09 /  $68.00 / 
4845 /  Time Crisis w/ Gun /  $22.50 /  $25.00 /  $135.96 / 
4846 /  Timeshock Pro Pinball /  $8.24 /  $13.12 /  $29.99 / 
4847 /  Tiny Tank /  $8.79 /  $12.88 /  $25.44 / 
4848 /  Tiny Toon Adventures The Great Beanstalk /  $4.74 /  $6.87 /  $21.69 / 
4849 /  Tobal No 1 /  $10.00 /  $18.49 /  $49.84 / 
12914 /  Tokyo Highway Battle /  $5.87 /  $9.40 /  $21.30 / 
4850 /  Tom and Jerry In House Trap /  $5.55 /  $11.73 /  $27.84 / 
4851 /  Tomb Raider /  $5.60 /  $9.78 /  $22.74 / 
4852 /  Tomb Raider Chronicles /  $8.97 /  $12.88 /  $38.04 / 
50068 /  "Tomb Raider Collectors Edition" /  $11.89 /  $16.70 /  $47.52 / 
4853 /  Tomb Raider II /  $5.00 /  $10.34 /  $40.00 / 
37691 /  Tomb Raider II [Greatest Hits] /  $5.18 /  $6.68 /  $21.79 / 
4854 /  Tomb Raider III /  $4.70 /  $8.03 /  $29.97 / 
37692 /  Tomb Raider III [Greatest Hits] /  $5.54 /  $8.32 /  $13.36 / 
4855 /  Tomb Raider Last Revelation /  $5.77 /  $7.99 /  $22.00 / 
37693 /  Tomb Raider Last Revelation [Greatest Hits] /  $4.49 /  $7.58 /  $15.82 / 
37690 /  Tomb Raider [Greatest Hits] /  $5.84 /  $6.03 /  $28.95 / 
4856 /  Tomba /  $50.74 /  $82.00 /  $257.89 / 
4857 /  Tomba 2 The Evil Swine Return /  $36.88 /  $65.70 /  $152.51 / 
4859 /  Tonka Space Station /  $3.36 /  $5.04 /  $8.27 / 
12916 /  Tony Hawk /  $6.49 /  $12.47 /  $40.00 / 
4860 /  Tony Hawk 2 /  $7.88 /  $10.00 /  $39.59 / 
49752 /  Tony Hawk 2 [Greatest Hits] /  $8.18 /  $11.08 /  $34.97 / 
4861 /  Tony Hawk 3 /  $5.02 /  $7.74 /  $21.99 / 
49753 /  Tony Hawk 3 [Greatest Hits] /  $5.00 /  $7.50 /  $19.50 / 
4862 /  Tony Hawk 4 /  $6.00 /  $8.25 /  $20.20 / 
49754 /  Tony Hawk 4 [Greatest Hits] /  $8.44 /  $9.38 /  $39.95 / 
49751 /  Tony Hawk [Greatest Hits] /  $8.78 /  $12.38 /  $17.00 / 
4863 /  Toonenstein Dare to Scare /  $6.24 /  $7.49 /  $48.34 / 
4864 /  Top Gun Fire at Will /  $3.63 /  $6.76 /  $13.00 / 
38492 /  Top Gun Fire at Will [Long Box] /  $7.51 /  $10.49 /  $199.99 / 
4865 /  Top Shop /  $11.58 /  $14.99 /  $27.49 / 
4866 /  Torneko The Last Hope /  $30.57 /  $45.49 /  $93.01 / 
12917 /  Total Eclipse Turbo /  $3.57 /  $10.44 /  $26.21 / 
38493 /  Total Eclipse Turbo [Long Box] /  $10.99 /  $16.48 /  $93.29 / 
12918 /  Touring Car Challenge /  $5.92 /  $9.92 /  $14.05 / 
4867 /  Toy Story 2 /  $9.81 /  $12.65 /  $40.51 / 
4868 /  Toy Story Racer /  $13.41 /  $20.94 /  $48.11 / 
4869 /  Transformers Beast Wars Transmetals /  $9.25 /  $16.49 /  $43.27 / 
12919 /  Trap Gunner /  $16.28 /  $33.55 /  $137.51 / 
4870 /  Treasure Planet /  $4.58 /  $7.26 /  $7.99 / 
12920 /  Treasures of the Deep /  $7.52 /  $12.14 /  $47.89 / 
12921 /  "Trick N Snowboarder" /  $5.39 /  $10.80 /  $20.95 / 
14268 /  Triple Play 2000 /  $2.98 /  $4.87 /  $16.73 / 
15008 /  Triple Play 2001 /  $4.67 /  $6.43 /  $16.42 / 
49756 /  Triple Play 2001 [Greatest Hits] /  $7.99 /  $9.07 /  $31.96 / 
15004 /  Triple Play 97 /  $4.00 /  $8.12 /  $25.00 / 
38494 /  Triple Play 97 [Long Box] /  $5.52 /  $9.23 /  $22.06 / 
14608 /  Triple Play 98 /  $2.60 /  $5.33 /  $14.84 / 
49755 /  Triple Play 98 [Greatest Hits] /   /   /   / 
14191 /  Triple Play 99 /  $3.39 /  $3.72 /  $20.73 / 
15012 /  Triple Play Baseball /  $3.51 /  $3.51 /  $9.99 / 
12922 /  True Pinball /  $5.07 /  $5.98 /  $15.56 / 
12923 /  Tunnel B-1 /  $5.23 /  $6.88 /  $16.77 / 
12924 /  Turbo Prop Racing /  $4.16 /  $6.11 /  $12.62 / 
12925 /  Turnabout /  $3.49 /  $7.16 /  $8.44 / 
4871 /  Twisted Metal /  $10.00 /  $17.50 /  $61.75 / 
4872 /  Twisted Metal 2 /  $10.45 /  $15.55 /  $72.00 / 
37695 /  Twisted Metal 2 [Greatest Hits] /  $11.46 /  $15.37 /  $72.53 / 
4873 /  Twisted Metal 3 /  $6.65 /  $12.47 /  $33.51 / 
37696 /  Twisted Metal 3 [Greatest Hits] /  $7.27 /  $11.22 /  $25.34 / 
4874 /  Twisted Metal 4 /  $8.08 /  $10.98 /  $44.66 / 
37697 /  Twisted Metal 4 [Greatest Hits] /  $4.95 /  $12.00 /  $33.74 / 
4875 /  Twisted Metal Small Brawl /  $9.99 /  $14.00 /  $32.50 / 
37694 /  Twisted Metal [Greatest Hits] /  $8.99 /  $13.26 /  $44.99 / 
38496 /  Twisted Metal [Long Box] /  $19.51 /  $24.99 /  $77.65 / 
12926 /  Tyco RC /  $3.00 /  $5.35 /  $12.45 / 
12927 /  Ultimate 8 Ball /  $3.38 /  $4.47 /  $19.99 / 
4876 /  Ultimate Brain Games /  $5.73 /  $6.97 /  $12.15 / 
10085 /  Ultimate Fighting Championship /  $4.41 /  $6.00 /  $15.05 / 
4877 /  Um Jammer Lammy /  $9.51 /  $12.48 /  $28.42 / 
12928 /  Uprising-X /  $3.47 /  $5.46 /  $10.80 / 
12929 /  Urban Chaos /  $4.77 /  $9.78 /  $19.99 / 
4888 /  V-Rally 2 /  $4.86 /  $7.79 /  $19.92 / 
13706 /  V-Tennis /  $4.76 /  $7.88 /  $32.00 / 
38497 /  V-Tennis [Long Box] /  $6.34 /  $9.00 /  $25.37 / 
12930 /  VIP /  $3.20 /  $5.50 /  $12.94 / 
14586 /  VMX Racing /  $3.68 /  $3.76 /  $12.13 / 
18621 /  "VR Baseball 97" /  $3.11 /  $4.67 /  $9.99 / 
18686 /  "VR Baseball 99" /  $3.12 /  $4.44 /  $10.92 / 
15007 /  VR Golf 97 /  $3.00 /  $3.28 /  $8.16 / 
14145 /  VR Soccer 96 /  $5.33 /  $10.11 /  $26.29 / 
38498 /  VR Soccer 96 [Long Box] /  $8.50 /  $12.94 /  $34.00 / 
12931 /  VR Sports Powerboat Racing /  $2.88 /  $4.32 /  $13.58 / 
4878 /  Vagrant Story /  $15.97 /  $33.52 /  $134.94 / 
37698 /  Vagrant Story [Greatest Hits] /  $19.95 /  $38.74 /  $69.50 / 
11945 /  Valkyrie Profile /  $69.56 /  $143.18 /  $263.25 / 
4879 /  Vampire Hunter D /  $13.49 /  $24.05 /  $59.95 / 
12620 /  Vanark /  $49.36 /  $84.00 /  $146.50 / 
4880 /  Vandal Hearts /  $17.52 /  $31.87 /  $69.85 / 
4881 /  Vandal Hearts 2 /  $27.90 /  $42.02 /  $121.26 / 
11946 /  Vanguard Bandits /  $39.85 /  $96.04 /  $127.47 / 
12932 /  Vanishing Point /  $3.70 /  $7.75 /  $14.60 / 
4882 /  Vegas Games 2000 /  $3.53 /  $4.67 /  $12.01 / 
4883 /  Viewpoint /  $10.99 /  $28.00 /  $29.79 / 
4884 /  Vigilante 8 /  $10.14 /  $14.49 /  $54.63 / 
4885 /  Vigilante 8 2nd Offense /  $10.38 /  $22.49 /  $49.07 / 
49758 /  Vigilante 8 2nd Offense [Greatest Hits] /  $15.11 /  $20.30 /  $60.45 / 
49757 /  Vigilante 8 [Greatest Hits] /  $6.49 /  $12.24 /  $32.99 / 
4886 /  Virtual Kasparov /  $3.70 /  $6.75 /  $8.31 / 
12581 /  Virtual Pool /  $2.73 /  $4.89 /  $9.75 / 
18666 /  Virtual Pool 3 /  $4.75 /  $10.00 /  $12.38 / 
4887 /  Viva Soccer /  $8.86 /  $29.95 /  $29.98 / 
12934 /  Vs. /  $8.26 /  $18.40 /  $45.11 / 
12935 /  WCW Backstage Assault /  $5.00 /  $7.62 /  $14.91 / 
4897 /  WCW Mayhem /  $4.62 /  $6.51 /  $21.38 / 
12579 /  WCW Nitro /  $4.41 /  $7.57 /  $19.99 / 
49760 /  WCW Nitro [Greatest Hits] /  $3.89 /  $6.00 /  $15.56 / 
4898 /  WCW vs NWO Thunder /  $3.43 /  $6.99 /  $21.99 / 
12936 /  WCW vs. the World /  $5.66 /  $7.95 /  $27.14 / 
40236 /  WCW vs. the World [Greatest Hits] /  $5.18 /  $7.43 /  $19.32 / 
4920 /  WWF Attitude /  $4.41 /  $7.69 /  $20.00 / 
4921 /  WWF In Your House /  $7.18 /  $11.75 /  $22.49 / 
12937 /  WWF Smackdown /  $6.16 /  $9.92 /  $38.55 / 
4922 /  WWF Smackdown 2: Know Your Role /  $6.89 /  $10.00 /  $29.99 / 
49766 /  WWF Smackdown 2: Know Your Role [Greatest Hits] /  $3.00 /  $9.90 /  $11.99 / 
49765 /  WWF Smackdown [Greatest Hits] /  $5.29 /  $9.99 /  $21.16 / 
4923 /  WWF Warzone /  $3.83 /  $5.94 /  $10.83 / 
49767 /  WWF Warzone [Greatest Hits] /  $1.13 /  $4.68 /  $12.49 / 
4924 /  WWF Wrestlemania The Arcade Game /  $9.70 /  $13.99 /  $42.67 / 
49764 /  WWF Wrestlemania The Arcade Game [Greatest Hits] /  $4.27 /  $12.45 /  $14.95 / 
38504 /  WWF Wrestlemania The Arcade Game [Long Box] /  $18.84 /  $27.17 /  $92.00 / 
4381 /  Walt Disney World Quest: Magical Racing Tour /  $7.39 /  $9.36 /  $28.02 / 
4889 /  War Games Defcon 1 /  $5.40 /  $7.49 /  $32.47 / 
12938 /  War Gods /  $13.10 /  $19.64 /  $52.40 / 
18632 /  War Jetz /  $3.94 /  $6.01 /  $12.02 / 
4891 /  Warcraft II The Dark Saga /  $23.99 /  $26.48 /  $150.13 / 
4892 /  Warhammer Dark Omen /  $9.03 /  $18.40 /  $26.50 / 
4893 /  Warhammer Shadow of the Horned Rat /  $5.93 /  $7.51 /  $33.59 / 
4894 /  Warhawk /  $4.94 /  $14.99 /  $58.41 / 
49759 /  Warhawk [Greatest Hits] /  $6.59 /  $9.99 /  $26.36 / 
38499 /  Warhawk [Long Box] /  $7.75 /  $15.61 /  $30.99 / 
7493 /  Warpath Jurassic Park /  $15.58 /  $23.37 /  $90.81 / 
4895 /  Warriors of Might and Magic /  $5.47 /  $5.78 /  $14.92 / 
4896 /  Warzone 2100 /  $6.99 /  $10.95 /  $21.75 / 
12939 /  "Wayne Gretzkys 3D Hockey 98" /  $7.34 /  $9.62 /  $19.53 / 
4899 /  Weakest Link /  $3.49 /  $4.13 /  $8.97 / 
4900 /  Wheel of Fortune /  $2.50 /  $4.67 /  $11.20 / 
4901 /  Wheel of Fortune 2nd Edition /  $3.96 /  $5.98 /  $10.96 / 
49761 /  Wheel of Fortune [Greatest Hits] /  $3.11 /  $3.84 /  $9.99 / 
53812 /  White Dual Shock Controller /  $13.18 /  $19.97 /  $52.72 / 
4902 /  Who Wants To Be A Millionaire 2nd Edition /  $2.98 /  $4.10 /  $7.50 / 
49762 /  Who Wants To Be A Millionaire 2nd Edition [Greatest Hits] /   /   /   / 
4903 /  Who Wants To Be A Millionaire 3rd Edition /  $3.56 /  $4.75 /  $11.50 / 
12940 /  Wild 9 /  $6.04 /  $10.00 /  $29.99 / 
4904 /  Wild Arms /  $16.95 /  $25.37 /  $117.73 / 
4905 /  Wild Arms 2 /  $17.16 /  $24.99 /  $79.93 / 
4906 /  Wild Thornberrys Animal Adventures /  $4.20 /  $4.40 /  $10.99 / 
12941 /  "Williams Arcades Greatest Hits" /  $5.39 /  $7.85 /  $20.20 / 
38500 /  "Williams Arcades Greatest Hits [Long Box]" /  $3.33 /  $4.99 /  $12.97 / 
4907 /  Wing Commander III Heart of the Tiger /  $12.95 /  $19.99 /  $46.83 / 
38501 /  Wing Commander III Heart of the Tiger [Long Box] /  $17.16 /  $20.31 /  $70.54 / 
4908 /  Wing Commander IV /  $6.67 /  $15.11 /  $50.00 / 
4909 /  Winnie The Pooh Kindergarden /  $4.27 /  $4.81 /  $10.67 / 
4910 /  Winnie the Pooh Preschool /  $4.72 /  $5.33 /  $9.06 / 
4911 /  Wipeout /  $7.80 /  $13.72 /  $46.39 / 
12942 /  Wipeout 3 /  $7.88 /  $10.48 /  $25.23 / 
4912 /  Wipeout XL /  $8.05 /  $14.97 /  $42.00 / 
49763 /  Wipeout [Greatest Hits] /  $9.60 /  $13.82 /  $38.40 / 
38502 /  Wipeout [Long Box] /  $12.77 /  $16.24 /  $61.95 / 
4913 /  Woody Woodpecker Racing /  $5.50 /  $8.46 /  $13.80 / 
4914 /  World Cup 98 /  $6.39 /  $9.80 /  $25.46 / 
14395 /  World Cup Golf Professional Edition /  $2.94 /  $5.92 /  $10.88 / 
38503 /  World Cup Golf Professional Edition [Long Box] /  $3.75 /  $14.93 /  $15.00 / 
18509 /  World Destruction League: Thunder Tanks /  $3.75 /  $4.98 /  $12.08 / 
4915 /  Worlds Scariest Police Chases /  $5.73 /  $9.29 /  $24.10 / 
4916 /  Worms /  $9.72 /  $16.81 /  $24.79 / 
4917 /  Worms Armageddon /  $9.39 /  $13.20 /  $31.38 / 
4918 /  Worms World Party /  $5.50 /  $6.07 /  $29.14 / 
12943 /  Wreckin Crew /  $3.61 /  $7.75 /  $11.61 / 
4919 /  Wu-Tang Shaolin Style /  $18.99 /  $25.37 /  $57.74 / 
15802 /  X-Bladez In Line Skating /  $1.97 /  $2.96 /  $5.33 / 
4925 /  X-COM UFO Defense /  $20.21 /  $32.00 /  $69.99 / 
38505 /  X-COM UFO Defense [Long Box] /  $24.30 /  $33.53 /  $97.20 / 
4928 /  X-Files The Game /  $8.07 /  $12.47 /  $33.74 / 
4929 /  X-Men Children of the Atom /  $49.34 /  $72.57 /  $192.86 / 
4930 /  X-men Mutant Academy /  $5.70 /  $7.99 /  $22.36 / 
4931 /  X-men Mutant Academy 2 /  $9.97 /  $18.13 /  $66.10 / 
49768 /  X-men Mutant Academy [Greatest Hits] /  $4.40 /  $7.21 /  $20.00 / 
4932 /  X-men vs Street Fighter /  $42.99 /  $74.82 /  $174.32 / 
35223 /  XS Airboat Racing /  $4.99 /  $5.93 /  $8.99 / 
4933 /  XS Jr League Dodgeball /  $3.02 /  $3.18 /  $7.94 / 
4934 /  XS Jr League Football /  $4.01 /  $5.26 /  $8.38 / 
4935 /  XS Jr League Soccer /  $3.76 /  $6.70 /  $8.99 / 
12944 /  XS Moto /  $2.71 /  $2.88 /  $8.84 / 
12945 /  Xena Warrior Princess /  $5.91 /  $9.99 /  $31.14 / 
4926 /  Xenogears /  $25.71 /  $49.99 /  $126.82 / 
37699 /  Xenogears [Greatest Hits] /  $25.05 /  $49.34 /  $79.56 / 
4927 /  Xevious /  $15.64 /  $29.99 /  $51.72 / 
4936 /  "You Dont Know Jack" /  $4.04 /  $5.48 /  $9.70 / 
4937 /  "You Dont Know Jack Mock 2" /  $3.43 /  $5.99 /  $8.41 / 
4938 /  Yu-Gi-Oh Forbidden Memories /  $10.81 /  $16.00 /  $99.87 / 
13707 /  Yu-Gi-Oh Forbidden Memories [Premium Edition] /  $7.83 /  $17.98 /  $455.64 / 
12946 /  Zero Divide /  $6.00 /  $8.49 /  $24.00 / 
38506 /  Zero Divide [Long Box] /  $10.00 /  $14.88 /  $40.00 / 
4939 /  Zoboomafoo /  $6.81 /  $10.22 /  $19.99 / 
12947 /  Zoop /  $5.59 /  $18.14 /  $71.00 / 
